"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Japan","2017","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2019","0","25"
"Japan","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","976978","25"
"Japan","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","82292","25"
"Japan","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","76765","25"
"Japan","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","81208","25"
"Japan","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","79753","25"
"Japan","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","80905","25"
"Japan","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","80546","25"
"Japan","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","85027","25"
"Japan","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","84977","25"
"Japan","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","84863","25"
"Japan","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","83250","25"
"Japan","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","77963","25"
"Japan","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","79429","25"
"Japan","2016","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2018","0","25"
"Japan","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","1005677","25"
"Japan","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","84740","25"
"Japan","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","75989","25"
"Japan","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","81942","25"
"Japan","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","83408","25"
"Japan","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","83827","25"
"Japan","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","83200","25"
"Japan","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","88612","25"
"Japan","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","86344","25"
"Japan","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","86832","25"
"Japan","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","85825","25"
"Japan","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","80659","25"
"Japan","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","84299","25"
"Japan","2015","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2017","0","25"
"Japan","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","1003539","25"
"Japan","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","83572","25"
"Japan","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","73897","25"
"Japan","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","79340","25"
"Japan","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","78834","25"
"Japan","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","83310","25"
"Japan","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","81401","25"
"Japan","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","89516","25"
"Japan","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","87732","25"
"Japan","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","90309","25"
"Japan","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","88592","25"
"Japan","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","80993","25"
"Japan","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","86043","25"
"Japan","2014","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2016","0","25"
"Japan","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","1029816","25"
"Japan","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","85853","25"
"Japan","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","77066","25"
"Japan","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","82997","25"
"Japan","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","81856","25"
"Japan","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","85297","25"
"Japan","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","82397","25"
"Japan","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","91467","25"
"Japan","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","92118","25"
"Japan","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","90618","25"
"Japan","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","90667","25"
"Japan","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","83126","25"
"Japan","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","86354","25"
"Japan","2013","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2015","0","25"
"Japan","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2014","1037231","25"
"Japan","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2014","87680","25"
"Japan","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2014","81469","25"
"Japan","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2014","83749","25"
"Japan","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2014","81718","25"
"Japan","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2014","85841","25"
"Japan","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2014","83451","25"
"Japan","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2014","90537","25"
"Japan","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2014","90906","25"
"Japan","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2014","89758","25"
"Japan","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2014","90438","25"
"Japan","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2014","85577","25"
"Japan","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2014","86107","25"
"Japan","2012","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2014","0","25"
"Japan","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","1050806","25"
"Japan","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","88492","25"
"Japan","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","79755","25"
"Japan","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","87512","25"
"Japan","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","85254","25"
"Japan","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","86491","25"
"Japan","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","87266","25"
"Japan","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","91383","25"
"Japan","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","93066","25"
"Japan","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","92497","25"
"Japan","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","89180","25"
"Japan","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","84667","25"
"Japan","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","85243","25"
"Japan","2011","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2013","0","25"
"Japan","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","1071304","25"
"Japan","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","90577","25"
"Japan","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","81334","25"
"Japan","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","87853","25"
"Japan","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","87312","25"
"Japan","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","86721","25"
"Japan","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","89532","25"
"Japan","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","93040","25"
"Japan","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","92467","25"
"Japan","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","92104","25"
"Japan","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","92270","25"
"Japan","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","88225","25"
"Japan","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","89869","25"
"Japan","2010","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2012","0","25"
"Kazakhstan","2018","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","397799",""
"Kazakhstan","2018","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","32275",""
"Kazakhstan","2018","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","28842",""
"Kazakhstan","2018","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","31608",""
"Kazakhstan","2018","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","31841",""
"Kazakhstan","2018","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","34252",""
"Kazakhstan","2018","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","34091",""
"Kazakhstan","2018","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","35773",""
"Kazakhstan","2018","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","35919",""
"Kazakhstan","2018","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","35477",""
"Kazakhstan","2018","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","34143",""
"Kazakhstan","2018","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","31376",""
"Kazakhstan","2018","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","32202",""
"Kazakhstan","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","390262",""
"Kazakhstan","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","31932",""
"Kazakhstan","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","28759",""
"Kazakhstan","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","30968",""
"Kazakhstan","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","30853",""
"Kazakhstan","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","33322",""
"Kazakhstan","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","33883",""
"Kazakhstan","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","35278",""
"Kazakhstan","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","34727",""
"Kazakhstan","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","33290",""
"Kazakhstan","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","33176",""
"Kazakhstan","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","31549",""
"Kazakhstan","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","32523",""
"Kazakhstan","2017","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2018","2",""
"Kazakhstan","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","400694",""
"Kazakhstan","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","32883",""
"Kazakhstan","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","30670",""
"Kazakhstan","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","32271",""
"Kazakhstan","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","31885",""
"Kazakhstan","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","34516",""
"Kazakhstan","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","35194",""
"Kazakhstan","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","36334",""
"Kazakhstan","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","35832",""
"Kazakhstan","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","34644",""
"Kazakhstan","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","32777",""
"Kazakhstan","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","31117",""
"Kazakhstan","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","32571",""
"Kazakhstan","2016","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2018","0",""
"Kazakhstan","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","398458",""
"Kazakhstan","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","31911",""
"Kazakhstan","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","29022",""
"Kazakhstan","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","32159",""
"Kazakhstan","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","31853",""
"Kazakhstan","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","33939",""
"Kazakhstan","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","34112",""
"Kazakhstan","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","36598",""
"Kazakhstan","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","35745",""
"Kazakhstan","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","34874",""
"Kazakhstan","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","33464",""
"Kazakhstan","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","31581",""
"Kazakhstan","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","33198",""
"Kazakhstan","2015","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2018","2",""
"Kazakhstan","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","399309",""
"Kazakhstan","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","32710",""
"Kazakhstan","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","29275",""
"Kazakhstan","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","32261",""
"Kazakhstan","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","31648",""
"Kazakhstan","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","34061",""
"Kazakhstan","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","34352",""
"Kazakhstan","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","36055",""
"Kazakhstan","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","36316",""
"Kazakhstan","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","35508",""
"Kazakhstan","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","33861",""
"Kazakhstan","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","30836",""
"Kazakhstan","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","32426",""
"Kazakhstan","2014","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2015","0",""
"Kazakhstan","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","387256",""
"Kazakhstan","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","31154",""
"Kazakhstan","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","28047",""
"Kazakhstan","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","31424",""
"Kazakhstan","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","30292",""
"Kazakhstan","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","32082",""
"Kazakhstan","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","33223",""
"Kazakhstan","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","36037",""
"Kazakhstan","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","35356",""
"Kazakhstan","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","34402",""
"Kazakhstan","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","33274",""
"Kazakhstan","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","30475",""
"Kazakhstan","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","31490",""
"Kazakhstan","2013","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2015","0",""
"Kazakhstan","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","381153",""
"Kazakhstan","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","31711",""
"Kazakhstan","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","29468",""
"Kazakhstan","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","31395",""
"Kazakhstan","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","30978",""
"Kazakhstan","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","31749",""
"Kazakhstan","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","32567",""
"Kazakhstan","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","34238",""
"Kazakhstan","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","34503",""
"Kazakhstan","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","33104",""
"Kazakhstan","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","31715",""
"Kazakhstan","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","29142",""
"Kazakhstan","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","30582",""
"Kazakhstan","2012","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2015","1",""
"Kazakhstan","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","372690",""
"Kazakhstan","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","30219",""
"Kazakhstan","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","27382",""
"Kazakhstan","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","30466",""
"Kazakhstan","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","29675",""
"Kazakhstan","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","30883",""
"Kazakhstan","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","31359",""
"Kazakhstan","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","33307",""
"Kazakhstan","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","33573",""
"Kazakhstan","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","33193",""
"Kazakhstan","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","31387",""
"Kazakhstan","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","29909",""
"Kazakhstan","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","31330",""
"Kazakhstan","2011","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2012","7",""
"Kazakhstan","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","367707",""
"Kazakhstan","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","29386",""
"Kazakhstan","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","27294",""
"Kazakhstan","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","30240",""
"Kazakhstan","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","30182",""
"Kazakhstan","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","31428",""
"Kazakhstan","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","31151",""
"Kazakhstan","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","32135",""
"Kazakhstan","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","31710",""
"Kazakhstan","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","32404",""
"Kazakhstan","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","31848",""
"Kazakhstan","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","29755",""
"Kazakhstan","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","30172",""
"Kazakhstan","2010","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2012","2",""
"Kuwait","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","59172",""
"Kuwait","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","5048",""
"Kuwait","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","4158",""
"Kuwait","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","4561",""
"Kuwait","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","4743",""
"Kuwait","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","4896",""
"Kuwait","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","4933",""
"Kuwait","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","5260",""
"Kuwait","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","5135",""
"Kuwait","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","5075",""
"Kuwait","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","5326",""
"Kuwait","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","5094",""
"Kuwait","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","4943",""
"Kuwait","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","58797",""
"Kuwait","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","4896",""
"Kuwait","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","4371",""
"Kuwait","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","4693",""
"Kuwait","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","4636",""
"Kuwait","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","5055",""
"Kuwait","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","4775",""
"Kuwait","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","4833",""
"Kuwait","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","4983",""
"Kuwait","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","5034",""
"Kuwait","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","5361",""
"Kuwait","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","5050",""
"Kuwait","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","5110",""
"Kuwait","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","59271",""
"Kuwait","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","5017",""
"Kuwait","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","4359",""
"Kuwait","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","4722",""
"Kuwait","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","4564",""
"Kuwait","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","5050",""
"Kuwait","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","4677",""
"Kuwait","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","5140",""
"Kuwait","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","5228",""
"Kuwait","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","5039",""
"Kuwait","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","5329",""
"Kuwait","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","5144",""
"Kuwait","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","5002",""
"Kuwait","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","61313",""
"Kuwait","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","5481",""
"Kuwait","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","4743",""
"Kuwait","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","5261",""
"Kuwait","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","4662",""
"Kuwait","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","5077",""
"Kuwait","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","4842",""
"Kuwait","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","4591",""
"Kuwait","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","5286",""
"Kuwait","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","5478",""
"Kuwait","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","5353",""
"Kuwait","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","5366",""
"Kuwait","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","5173",""
"Kuwait","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","59426",""
"Kuwait","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","5155",""
"Kuwait","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","4437",""
"Kuwait","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","4916",""
"Kuwait","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","4581",""
"Kuwait","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","4959",""
"Kuwait","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","4744",""
"Kuwait","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","5011",""
"Kuwait","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","5162",""
"Kuwait","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","5434",""
"Kuwait","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","5405",""
"Kuwait","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","5128",""
"Kuwait","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","4494",""
"Kuwait","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2014","59753",""
"Kuwait","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2014","5041",""
"Kuwait","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2014","4593",""
"Kuwait","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2014","4815",""
"Kuwait","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2014","4723",""
"Kuwait","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2014","4869",""
"Kuwait","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2014","4825",""
"Kuwait","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2014","4957",""
"Kuwait","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2014","5122",""
"Kuwait","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2014","5342",""
"Kuwait","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2014","5382",""
"Kuwait","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2014","5269",""
"Kuwait","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2014","4815",""
"Kuwait","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","57533",""
"Kuwait","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","5018",""
"Kuwait","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","4243",""
