"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Kuwait","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","571",""
"Kuwait","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","447",""
"Kuwait","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2014","5950",""
"Kuwait","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2014","620",""
"Kuwait","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2014","543",""
"Kuwait","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2014","543",""
"Kuwait","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2014","494",""
"Kuwait","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2014","436",""
"Kuwait","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2014","459",""
"Kuwait","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2014","452",""
"Kuwait","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2014","499",""
"Kuwait","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2014","446",""
"Kuwait","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2014","454",""
"Kuwait","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2014","445",""
"Kuwait","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2014","559",""
"Kuwait","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","5448",""
"Kuwait","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","467",""
"Kuwait","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","449",""
"Kuwait","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","476",""
"Kuwait","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","445",""
"Kuwait","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","451",""
"Kuwait","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","395",""
"Kuwait","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","478",""
"Kuwait","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","338",""
"Kuwait","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","476",""
"Kuwait","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","437",""
"Kuwait","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","478",""
"Kuwait","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","558",""
"Kyrgyzstan","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","33166",""
"Kyrgyzstan","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","3147",""
"Kyrgyzstan","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","2572",""
"Kyrgyzstan","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","2751",""
"Kyrgyzstan","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","2634",""
"Kyrgyzstan","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","2882",""
"Kyrgyzstan","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","2564",""
"Kyrgyzstan","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","2858",""
"Kyrgyzstan","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","2573",""
"Kyrgyzstan","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","2547",""
"Kyrgyzstan","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","2777",""
"Kyrgyzstan","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","2816",""
"Kyrgyzstan","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","3045",""
"Kyrgyzstan","2017","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2018","0",""
"Kyrgyzstan","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","33475",""
"Kyrgyzstan","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","3188",""
"Kyrgyzstan","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","2567",""
"Kyrgyzstan","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","2705",""
"Kyrgyzstan","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","2684",""
"Kyrgyzstan","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","2749",""
"Kyrgyzstan","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","2819",""
"Kyrgyzstan","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","2701",""
"Kyrgyzstan","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","2641",""
"Kyrgyzstan","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","2597",""
"Kyrgyzstan","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","2776",""
"Kyrgyzstan","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","2791",""
"Kyrgyzstan","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","3257",""
"Kyrgyzstan","2016","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2017","0",""
"Kyrgyzstan","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","34808",""
"Kyrgyzstan","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","3051",""
"Kyrgyzstan","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","2840",""
"Kyrgyzstan","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","3041",""
"Kyrgyzstan","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","2727",""
"Kyrgyzstan","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","2890",""
"Kyrgyzstan","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","2915",""
"Kyrgyzstan","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","3086",""
"Kyrgyzstan","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","2847",""
"Kyrgyzstan","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","2694",""
"Kyrgyzstan","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","2867",""
"Kyrgyzstan","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","2878",""
"Kyrgyzstan","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","2969",""
"Kyrgyzstan","2015","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2016","3",""
"Kyrgyzstan","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","35564",""
"Kyrgyzstan","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","3268",""
"Kyrgyzstan","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","2825",""
"Kyrgyzstan","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","2949",""
"Kyrgyzstan","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","2914",""
"Kyrgyzstan","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","3178",""
"Kyrgyzstan","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","2956",""
"Kyrgyzstan","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","2978",""
"Kyrgyzstan","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","2892",""
"Kyrgyzstan","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","2614",""
"Kyrgyzstan","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","2985",""
"Kyrgyzstan","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","2951",""
"Kyrgyzstan","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","3046",""
"Kyrgyzstan","2014","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2016","8",""
"Kyrgyzstan","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","34880",""
"Kyrgyzstan","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","3078",""
"Kyrgyzstan","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","2814",""
"Kyrgyzstan","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","2954",""
"Kyrgyzstan","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","2881",""
"Kyrgyzstan","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","3040",""
"Kyrgyzstan","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","2855",""
"Kyrgyzstan","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","2785",""
"Kyrgyzstan","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","2791",""
"Kyrgyzstan","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","2687",""
"Kyrgyzstan","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","2857",""
"Kyrgyzstan","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","3079",""
"Kyrgyzstan","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","3058",""
"Kyrgyzstan","2013","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2015","1",""
"Kyrgyzstan","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2014","36186",""
"Kyrgyzstan","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2014","3514",""
"Kyrgyzstan","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2014","3029",""
"Kyrgyzstan","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2014","3017",""
"Kyrgyzstan","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2014","2821",""
"Kyrgyzstan","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2014","2980",""
"Kyrgyzstan","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2014","2976",""
"Kyrgyzstan","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2014","2933",""
"Kyrgyzstan","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2014","3117",""
"Kyrgyzstan","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2014","2754",""
"Kyrgyzstan","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2014","2993",""
"Kyrgyzstan","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2014","2916",""
"Kyrgyzstan","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2014","3136",""
"Kyrgyzstan","2012","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2014","0",""
"Kyrgyzstan","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","35941",""
"Kyrgyzstan","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","3440",""
"Kyrgyzstan","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","2892",""
"Kyrgyzstan","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","3094",""
"Kyrgyzstan","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","2829",""
"Kyrgyzstan","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","2944",""
"Kyrgyzstan","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","2992",""
"Kyrgyzstan","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","2933",""
"Kyrgyzstan","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","2809",""
"Kyrgyzstan","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","2672",""
"Kyrgyzstan","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","3061",""
"Kyrgyzstan","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","3038",""
"Kyrgyzstan","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","3232",""
"Kyrgyzstan","2011","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2013","5",""
"Kyrgyzstan","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","36174",""
"Kyrgyzstan","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","3345",""
"Kyrgyzstan","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","2838",""
"Kyrgyzstan","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","2997",""
"Kyrgyzstan","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","2982",""
"Kyrgyzstan","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","2989",""
"Kyrgyzstan","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","3304",""
"Kyrgyzstan","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","2936",""
"Kyrgyzstan","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","2843",""
"Kyrgyzstan","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","2711",""
"Kyrgyzstan","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","2985",""
"Kyrgyzstan","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","3056",""
"Kyrgyzstan","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","3185",""
"Kyrgyzstan","2010","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2013","3",""
"Latvia","2019","Total","January","Data tabulated by year of occurrence","Provisional figure","2019","3040",""
"Latvia","2019","Total","February","Data tabulated by year of occurrence","Provisional figure","2019","2411",""
"Latvia","2019","Total","March","Data tabulated by year of occurrence","Provisional figure","2019","2288",""
"Latvia","2019","Total","April","Data tabulated by year of occurrence","Provisional figure","2019","2447",""
"Latvia","2019","Total","May","Data tabulated by year of occurrence","Provisional figure","2019","2242",""
"Latvia","2019","Total","June","Data tabulated by year of occurrence","Provisional figure","2019","1930",""
"Latvia","2019","Total","July","Data tabulated by year of occurrence","Provisional figure","2019","2332",""
"Latvia","2019","Total","September","Data tabulated by year of occurrence","Provisional figure","2019","2138",""
"Latvia","2019","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","2364",""
"Latvia","2019","Total","November","Data tabulated by year of occurrence","Provisional figure","2020","2077",""
"Latvia","2018","Total","Total","Data tabulated by year of occurrence","Provisional figure","2019","28820",""
"Latvia","2018","Total","January","Data tabulated by year of occurrence","Provisional figure","2019","2592",""
"Latvia","2018","Total","February","Data tabulated by year of occurrence","Provisional figure","2019","2439",""
"Latvia","2018","Total","March","Data tabulated by year of occurrence","Provisional figure","2019","3068",""
"Latvia","2018","Total","April","Data tabulated by year of occurrence","Provisional figure","2019","2545",""
"Latvia","2018","Total","May","Data tabulated by year of occurrence","Provisional figure","2019","2337",""
"Latvia","2018","Total","June","Data tabulated by year of occurrence","Provisional figure","2019","2050",""
"Latvia","2018","Total","July","Data tabulated by year of occurrence","Provisional figure","2019","2391",""
"Latvia","2018","Total","August","Data tabulated by year of occurrence","Provisional figure","2019","2156",""
"Latvia","2018","Total","September","Data tabulated by year of occurrence","Provisional figure","2019","2147",""
"Latvia","2018","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","2292",""
"Latvia","2018","Total","November","Data tabulated by year of occurrence","Provisional figure","2019","2245",""
"Latvia","2018","Total","December","Data tabulated by year of occurrence","Provisional figure","2019","2558",""
"Latvia","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","28757",""
"Latvia","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","2700",""
"Latvia","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","2619",""
"Latvia","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","2671",""
"Latvia","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","2400",""
"Latvia","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","2352",""
"Latvia","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","2194",""
"Latvia","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","2209",""
"Latvia","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","2121",""
"Latvia","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","2247",""
"Latvia","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","2371",""
"Latvia","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","2343",""
"Latvia","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","2530",""
"Latvia","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","28580",""
"Latvia","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","2872",""
"Latvia","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","2363",""
"Latvia","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","2612",""
"Latvia","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","2406",""
"Latvia","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","2374",""
"Latvia","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","2286",""
"Latvia","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","2125",""
"Latvia","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","2231",""
"Latvia","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","2139",""
"Latvia","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","2392",""
"Latvia","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","2343",""
"Latvia","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","2437",""
"Latvia","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","28478",""
"Latvia","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","2747",""
"Latvia","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","2391",""
"Latvia","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","2593",""
"Latvia","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","2437",""
"Latvia","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","2347",""
"Latvia","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","2211",""
"Latvia","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","2307",""
"Latvia","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","2235",""
"Latvia","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","2094",""
"Latvia","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","2378",""
"Latvia","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","2262",""
"Latvia","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","2476",""
"Latvia","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","28466",""
"Latvia","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","2513",""
"Latvia","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","2267",""
"Latvia","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","2484",""
"Latvia","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","2313",""
"Latvia","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","2517",""
"Latvia","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","2109",""
"Latvia","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","2396",""
"Latvia","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","2206",""
"Latvia","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","2202",""
"Latvia","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","2452",""
"Latvia","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","2334",""
"Latvia","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","2673",""
"Latvia","2013","Total","January","Data tabulated by year of occurrence","Provisional figure","2013","3110",""
"Latvia","2013","Total","February","Data tabulated by year of occurrence","Provisional figure","2013","2600",""
"Latvia","2013","Total","March","Data tabulated by year of occurrence","Provisional figure","2013","2520",""
"Latvia","2013","Total","April","Data tabulated by year of occurrence","Provisional figure","2013","2740",""
"Latvia","2013","Total","May","Data tabulated by year of occurrence","Provisional figure","2013","2320",""
"Latvia","2013","Total","June","Data tabulated by year of occurrence","Provisional figure","2013","1990",""
"Latvia","2013","Total","July","Data tabulated by year of occurrence","Provisional figure","2013","2250",""
"Latvia","2013","Total","August","Data tabulated by year of occurrence","Provisional figure","2013","2090",""
"Latvia","2013","Total","September","Data tabulated by year of occurrence","Provisional figure","2013","2205",""
"Latvia","2013","Total","November","Data tabulated by year of occurrence","Provisional figure","2014","2210",""
"Latvia","2013","Total","December","Data tabulated by year of occurrence","Provisional figure","2014","2270",""
"Latvia","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","29025",""
"Latvia","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","2590",""
"Latvia","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","2810",""
"Latvia","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","2624",""
"Latvia","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","2484",""
"Latvia","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","2286",""
"Latvia","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","2193",""
"Latvia","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","2204",""
"Latvia","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","2112",""
"Latvia","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","2174",""
"Latvia","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","2442",""
"Latvia","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","2411",""
"Latvia","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","2695",""
"Latvia","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","28540",""
"Latvia","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","2734",""
"Latvia","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","2423",""
"Latvia","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","2598",""
"Latvia","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","2443",""
"Latvia","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","2392",""
"Latvia","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","2209",""
"Latvia","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","2226",""
"Latvia","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","2141",""
"Latvia","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","2189",""
"Latvia","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","2432",""
"Latvia","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","2298",""
"Latvia","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","2455",""
"Latvia","2011","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2012","0",""
"Latvia","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2010","30040",""
"Latvia","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2010","2889",""
"Latvia","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2010","2514",""
"Latvia","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2010","2582",""
"Latvia","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2010","2482",""
"Latvia","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2010","2462",""
"Latvia","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2010","2360",""
"Latvia","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2010","2628",""
"Latvia","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2010","2213",""
"Latvia","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2010","2344",""
"Latvia","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2010","2569",""
"Latvia","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2010","2363",""
"Latvia","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2010","2634",""
"Latvia","2010","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2010","0",""
"Lebanon","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","26070",""
"Lebanon","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","2490",""
"Lebanon","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","2185",""
"Lebanon","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","2626",""
"Lebanon","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","2148",""
"Lebanon","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","2133",""
"Lebanon","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","2104",""
"Lebanon","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","1852",""
"Lebanon","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","1811",""
"Lebanon","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","2330",""
"Lebanon","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","1998",""
"Lebanon","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","2096",""
"Lebanon","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","2297",""
"Lebanon","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","22926",""
"Lebanon","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2011","1867",""
"Lebanon","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2011","1976",""
"Lebanon","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2011","2285",""
"Lebanon","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","1819",""
"Lebanon","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2011","1721",""
"Lebanon","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2011","1772",""
"Lebanon","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2011","1740",""
"Lebanon","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2011","1906",""
"Lebanon","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2011","1893",""
"Lebanon","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2011","1964",""
"Lebanon","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2011","1864",""
"Lebanon","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2011","2119",""
"Liechtenstein","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","249",""
"Liechtenstein","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","27",""
"Liechtenstein","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","15",""
"Liechtenstein","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","26",""
"Liechtenstein","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","15",""
"Liechtenstein","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","19",""
"Liechtenstein","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","22",""
"Liechtenstein","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","16",""
"Liechtenstein","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","17",""
"Liechtenstein","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","15",""
